speaker,speechText,startInd,endInd,interrupted,numWords,numChars,numSents,avgWordLen,avgSentLen,sentiment
HOLT,"Let me follow up with Mr. Trump, if you can. You've talked about creating 25 million jobs, and you've promised to bring back millions of jobs for Americans. How are you going to bring back the industries that have left this country for cheaper labor overseas? How, specifically, are you going to tell American manufacturers that you have to come back?",8378,8736,0,63,283,4,4.492063492,15.75,0.6199
TRUMP,"Well, for one thing -- and before we start on that -- my father gave me a very small loan in 1975, and I built it into a company that's worth many, many billions of dollars, with some of the greatest assets in the world, and I say that only because that's the kind of thinking that our country needs.  Our country's in deep trouble. We don't know what we're doing when it comes to devaluations and all of these countries all over the world, especially China. They're the best, the best ever at it. What they're doing to us is a very, very sad thing.  So we have to do that. We have to renegotiate our trade deals. And, Lester, they're taking our jobs, they're giving incentives, they're doing things that, frankly, we don't do.  Let me give you the example of Mexico. They have a VAT tax. We're on a different system. When we sell into Mexico, there's a tax. When they sell in -- automatic, 16 percent, approximately. When they sell into us, there's no tax. It's a defective agreement. It's been defective for a long time, many years, but the politicians haven't done anything about it.  Now, in all fairness to Secretary Clinton -- yes, is that OK? Good. I want you to be very happy. It's very important to me.  But in all fairness to Secretary Clinton, when she started talking about this, it was really very recently. She's been doing this for 30 years. And why hasn't she made the agreements better? The NAFTA agreement is defective. Just because of the tax and many other reasons, but just because of the fact...",8737,10262,1,294,1175,25,3.996598639,11.76,0.9861
HOLT,"Let me interrupt just a moment, but...",10263,10308,1,7,28,1,4,7,-0.34
TRUMP,"Secretary Clinton and others, politicians, should have been doing this for years, not right now, because of the fact that we've created a movement. They should have been doing this for years. What's happened to our jobs and our country and our economy generally is -- look, we owe $20 trillion. We cannot do it any longer, Lester.",10309,10646,0,60,260,4,4.333333333,15,0.25
HOLT,"Back to the question, though. How do you bring back -- specifically bring back jobs, American manufacturers? How do you make them bring the jobs back?",10647,10804,0,25,118,3,4.72,8.333333333,0
TRUMP,"Well, the first thing you do is don't let the jobs leave. The companies are leaving. I could name, I mean, there are thousands of them. They're leaving, and they're leaving in bigger numbers than ever.  And what you do is you say, fine, you want to go to Mexico or some other country, good luck. We wish you a lot of luck. But if you think you're going to make your air conditioners or your cars or your cookies or whatever you make and bring them into our country without a tax, you're wrong.  And once you say you're going to have to tax them coming in, and our politicians never do this, because they have special interests and the special interests want those companies to leave, because in many cases, they own the companies. So what I'm saying is, we can stop them from leaving. We have to stop them from leaving. And that's a big, big factor.",10805,11662,0,168,663,11,3.946428571,15.27272727,0.965
HOLT,Let me let Secretary Clinton get in here.,11663,11711,0,8,33,1,4.125,8,0
CLINTON,"Well, let's stop for a second and remember where we were eight years ago. We had the worst financial crisis, the Great Recession, the worst since the 1930s. That was in large part because of tax policies that slashed taxes on the wealthy, failed to invest in the middle class, took their eyes off of Wall Street, and created a perfect storm.  In fact, Donald was one of the people who rooted for the housing crisis. He said, back in 2006, ""Gee, I hope it does collapse, because then I can go in and buy some and make some money."" Well, it did collapse.",11712,12274,0,105,428,6,4.076190476,17.5,-0.9393
TRUMP,"That's called business, by the way.",12275,12318,0,7,28,1,4,7,0
CLINTON,"Nine million people -- nine million people lost their jobs. Five million people lost their homes. And $13 trillion in family wealth was wiped out.  Now, we have come back from that abyss. And it has not been easy. So we're now on the precipice of having a potentially much better economy, but the last thing we need to do is to go back to the policies that failed us in the first place.  Independent experts have looked at what I've proposed and looked at what Donald's proposed, and basically they've said this, that if his tax plan, which would blow up the debt by over $5 trillion and would in some instances disadvantage middle-class families compared to the wealthy, were to go into effect, we would lose 3.5 million jobs and maybe have another recession.  They've looked at my plans and they've said, OK, if we can do this, and I intend to get it done, we will have 10 million more new jobs, because we will be making investments where we can grow the economy. Take clean energy. Some country is going to be the clean- energy superpower of the 21st century. Donald thinks that climate change is a hoax perpetrated by the Chinese. I think it's real.",12319,13483,0,216,914,12,4.231481481,18,-0.5864
TRUMP,I did not. I did not. I do not say that.,13484,13532,0,11,27,3,2.454545455,3.666666667,0
CLINTON,I think science is real.,13533,13567,0,5,19,1,3.8,5,0
TRUMP,I do not say that.,13568,13594,0,5,13,1,2.6,5,0
CLINTON,"And I think it's important that we grip this and deal with it, both at home and abroad. And here's what we can do. We can deploy a half a billion more solar panels. We can have enough clean energy to power every home. We can build a new modern electric grid. That's a lot of jobs; that's a lot of new economic activity.  So I've tried to be very specific about what we can and should do, and I am determined that we're going to get the economy really moving again, building on the progress we've made over the last eight years, but never going back to what got us in trouble in the first place.",13595,14199,0,124,465,7,3.75,17.71428571,0.2144
HOLT,Mr. Trump?,14200,14217,0,2,8,1,4,2,0
TRUMP,"She talks about solar panels. We invested in a solar company, our country. That was a disaster. They lost plenty of money on that one.  Now, look, I'm a great believer in all forms of energy, but we're putting a lot of people out of work. Our energy policies are a disaster. Our country is losing so much in terms of energy, in terms of paying off our debt. You can't do what you're looking to do with $20 trillion in debt.  The Obama administration, from the time they've come in, is over 230 years' worth of debt, and he's topped it. He's doubled it in a course of almost eight years, seven-and-a-half years, to be semi- exact.  So I will tell you this. We have to do a much better job at keeping our jobs. And we have to do a much better job at giving companies incentives to build new companies or to expand, because they're not doing it.  And all you have to do is look at Michigan and look at Ohio and look at all of these places where so many of their jobs and their companies are just leaving, they're gone.  And, Hillary, I'd just ask you this. You've been doing this for 30 years. Why are you just thinking about these solutions right now? For 30 years, you've been doing it, and now you're just starting to think of solutions.",14218,15463,0,249,961,18,3.859437751,13.83333333,0.7615
CLINTON,"Well, actually...",15464,15491,1,2,12,1,6,2,0.2732
TRUMP,I will bring -- excuse me. I will bring back jobs. You can't bring back jobs.,15492,15577,0,16,57,3,3.5625,5.333333333,0.0772
CLINTON,"Well, actually, I have thought about this quite a bit.",15578,15642,0,10,42,1,4.2,10,0.2732
TRUMP,"Yeah, for 30 years.",15643,15670,0,4,14,1,3.5,4,0.296
CLINTON,"And I have -- well, not quite that long. I think my husband did a pretty good job in the 1990s. I think a lot about what worked and how we can make it work again...",15671,15845,1,35,121,3,3.457142857,11.66666667,0.802
TRUMP,"Well, he approved NAFTA...  ",15846,15893,1,4,19,1,4.75,4,0.5994
CLINTON,"... million new jobs, a balanced budget...",15894,15946,1,6,29,1,4.833333333,6,0
TRUMP,"He approved NAFTA, which is the single worst trade deal ever approved in this country.",15947,16041,0,15,70,1,4.666666667,15,0.128
CLINTON,"Incomes went up for everybody. Manufacturing jobs went up also in the 1990s, if we're actually going to look at the facts.  When I was in the Senate, I had a number of trade deals that came before me, and I held them all to the same test. Will they create jobs in America? Will they raise incomes in America? And are they good for our national security? Some of them I voted for. The biggest one, a multinational one known as CAFTA, I voted against. And because I hold the same standards as I look at all of these trade deals.  But let's not assume that trade is the only challenge we have in the economy. I think it is a part of it, and I've said what I'm going to do. I'm going to have a special prosecutor. We're going to enforce the trade deals we have, and we're going to hold people accountable.  When I was secretary of state, we actually increased American exports globally 30 percent. We increased them to China 50 percent. So I know how to really work to get new jobs and to get exports that helped to create more new jobs.",16042,17085,0,206,808,16,3.922330097,12.875,0.9386
HOLT,Very quickly...,17086,17108,1,2,11,1,5.5,2,0
TRUMP,But you haven't done it in 30 years or 26 years or any number you want to...,17109,17193,1,18,57,1,3.166666667,18,0.1531
CLINTON,"Well, I've been a senator, Donald...",17194,17240,1,7,26,1,3.714285714,7,0.2732
TRUMP,You haven't done it. You haven't done it.,17241,17290,0,10,32,2,3.2,5,0
CLINTON,And I have been a secretary of state...,17291,17340,1,8,29,1,3.625,8,0
TRUMP,Excuse me.,17341,17359,0,2,8,1,4,2,0.0772
CLINTON,And I have done a lot...,17360,17394,1,6,16,1,2.666666667,6,0
TRUMP,"Your husband signed NAFTA, which was one of the worst things that ever happened to the manufacturing industry.",17395,17513,0,18,91,1,5.055555556,18,-0.6249
CLINTON,"Well, that's your opinion. That is your opinion.",17514,17572,0,9,38,2,4.222222222,4.5,0.2732
TRUMP,"You go to New England, you go to Ohio, Pennsylvania, you go anywhere you want, Secretary Clinton, and you will see devastation where manufacture is down 30, 40, sometimes 50 percent. NAFTA is the worst trade deal maybe ever signed anywhere, but certainly ever signed in this country.  And now you want to approve Trans-Pacific Partnership. You were totally in favor of it. Then you heard what I was saying, how bad it is, and you said, I can't win that debate. But you know that if you did win, you would approve that, and that will be almost as bad as NAFTA. Nothing will ever top NAFTA.",17573,18169,0,109,460,7,4.220183486,15.57142857,-0.9231
CLINTON,"Well, that is just not accurate. I was against it once it was finally negotiated and the terms were laid out. I wrote about that in...",18170,18314,1,26,103,3,3.961538462,8.666666667,0.2732
TRUMP,You called it the gold standard.  ,18315,18368,0,6,26,1,4.333333333,6,0
TRUMP,You called it the gold standard of trade deals. You said it's the finest deal you've ever seen.,18369,18472,0,20,76,2,3.8,10,0
CLINTON,No.,18473,18486,0,1,2,1,2,1,-0.296
TRUMP,"And then you heard what I said about it, and all of a sudden you were against it.",18487,18576,0,18,62,1,3.444444444,18,0
CLINTON,"Well, Donald, I know you live in your own reality, but that is not the facts. The facts are -- I did say I hoped it would be a good deal, but when it was negotiated...",18577,18754,1,35,122,2,3.485714286,17.5,0.8316
TRUMP,Not.,18755,18767,0,1,3,1,3,1,0
CLINTON,"... which I was not responsible for, I concluded it wasn't. I wrote about that in my book...",18768,18870,1,18,67,2,3.722222222,9,-0.2411
TRUMP,So is it President Obama's fault?,18871,18912,0,7,27,1,3.857142857,7,-0.4019
CLINTON,... before you even announced.,18913,18953,0,4,22,1,5.5,4,0
TRUMP,Is it President Obama's fault?,18954,18992,0,6,25,1,4.166666667,6,-0.4019
CLINTON,"Look, there are differences...",18993,19033,1,4,23,1,5.75,4,0
TRUMP,"Secretary, is it President Obama's fault?",19034,19083,0,7,34,1,4.857142857,7,-0.4019
CLINTON,There are...,19084,19106,1,2,8,1,4,2,0
TRUMP,Because he's pushing it.,19107,19139,0,5,20,1,4,5,0
CLINTON,"There are different views about what's good for our country, our economy, and our leadership in the world. And I think it's important to look at what we need to do to get the economy going again. That's why I said new jobs with rising incomes, investments, not in more tax cuts that would add $5 trillion to the debt.",19140,19467,0,63,250,3,3.968253968,21,-0.0717
TRUMP,But you have no plan.,19468,19497,0,5,16,1,3.2,5,-0.296
CLINTON,"But in -- oh, but I do.",19498,19531,0,6,13,1,2.166666667,6,0
TRUMP,"Secretary, you have no plan.",19532,19568,0,5,22,1,4.4,5,-0.296
CLINTON,"In fact, I have written a book about it. It's called ""Stronger Together."" You can pick it up tomorrow at a bookstore...",19569,19698,1,23,90,3,3.913043478,7.666666667,0.3818
TRUMP,That's about all you've...  ,19699,19746,1,6,20,1,3.333333333,6,0
HOLT,"Folks, we're going to...",19747,19778,1,5,17,1,3.4,5,0
CLINTON,... or at an airport near you.,19779,19819,0,6,20,1,3.333333333,6,0
HOLT,We're going to move to...,19820,19852,1,6,18,1,3,6,0
CLINTON,"But it's because I see this -- we need to have strong growth, fair growth, sustained growth. We also have to look at how we help families balance the responsibilities at home and the responsibilities at business.  So we have a very robust set of plans. And people have looked at both of our plans, have concluded that mine would create 10 million jobs and yours would lose us 3.5 million jobs, and explode the debt which would have a recession.",19853,20307,0,81,353,4,4.358024691,20.25,0.8977
TRUMP,"You are going to approve one of the biggest tax cuts in history. You are going to approve one of the biggest tax increases in history. You are going to drive business out. Your regulations are a disaster, and you're going to increase regulations all over the place.  And by the way, my tax cut is the biggest since Ronald Reagan. I'm very proud of it. It will create tremendous numbers of new jobs. But regulations, you are going to regulate these businesses out of existence.  When I go around -- Lester, I tell you this, I've been all over. And when I go around, despite the tax cut, the thing -- the things that business as in people like the most is the fact that I'm cutting regulation. You have regulations on top of regulations, and new companies cannot form and old companies are going out of business. And you want to increase the regulations and make them even worse.  I'm going to cut regulations. I'm going to cut taxes big league, and you're going to raise taxes big league, end of story.",20308,21317,0,190,787,14,4.142105263,13.57142857,-0.5584
HOLT,"Let me get you to pause right there, because we're going to move into -- we're going to move into the next segment. We're going to talk taxes...",21318,21469,1,30,110,2,3.666666667,15,0
CLINTON,That can't -- that can't be left to stand.,21470,21522,0,10,31,1,3.1,10,0
HOLT,Please just take 30 seconds and then we're going to go on.,21523,21588,0,13,46,1,3.538461538,13,0.3182
CLINTON,"I kind of assumed that there would be a lot of these charges and claims, and so...",21589,21681,1,17,62,1,3.647058824,17,-0.2732
TRUMP,Facts.,21682,21696,0,1,5,1,5,1,0
CLINTON,"So we have taken the home page of my website, HillaryClinton.com, and we've turned it into a fact-checker. So if you want to see in real-time what the facts are, please go and take a look. Because what I have proposed...",21697,21927,1,42,172,3,4.095238095,14,0.4336
TRUMP,"And take a look at mine, also, and you'll see.",21928,21982,0,11,34,1,3.090909091,11,0
CLINTON,"... would not add a penny to the debt, and your plans would add $5 trillion to the debt. What I have proposed would cut regulations and streamline them for small businesses. What I have proposed would be paid for by raising taxes on the wealthy, because they have made all the gains in the economy. And I think it's time that the wealthy and corporations paid their fair share to support this country.",21983,22394,0,74,318,4,4.297297297,18.5,0.7579
HOLT,"Well, you just opened the next segment.",22395,22441,0,7,31,1,4.428571429,7,0.2732
TRUMP,"Well, could I just finish -- I think I...  ",22442,22504,1,8,27,1,3.375,8,0.2732
HOLT,I'm going to give you a chance right here...,22505,22556,1,10,33,1,3.3,10,0.25
TRUMP,"I think I should -- you go to her website, and you take a look at her website.",22557,22643,0,17,57,1,3.352941176,17,0
HOLT,... with a new 15-minute segment...,22644,22686,1,5,24,1,4.8,5,0
TRUMP,She's going to raise taxes $1.3 trillion.,22687,22736,0,8,33,1,4.125,8,0
HOLT,"Mr. Trump, I'm going to...",22737,22770,1,6,18,1,3,6,0
TRUMP,And look at her website. You know what? It's no difference than this. She's telling us how to fight ISIS. Just go to her website. She tells you how to fight ISIS on her website. I don't think General Douglas MacArthur would like that too much.,22771,23022,0,49,191,7,3.897959184,7,-0.5994
HOLT,"The next segment, we're continuing...",23023,23067,1,6,29,1,4.833333333,6,0
CLINTON,"Well, at least I have a plan to fight ISIS.",23068,23121,0,10,32,1,3.2,10,-0.128
HOLT,... achieving prosperity...,23122,23156,1,2,19,1,9.5,2,0
TRUMP,"No, no, you're telling the enemy everything you want to do.",23157,23224,0,12,46,1,3.833333333,12,-0.765
CLINTON,"No, we're not. No, we're not.",23225,23264,0,8,20,2,2.5,4,-0.5267
TRUMP,"See, you're telling the enemy everything you want to do. No wonder you've been fighting -- no wonder you've been fighting ISIS your entire adult life.",23265,23423,0,28,120,2,4.285714286,14,-0.891
CLINTON,"That's a -- that's -- go to the -- please, fact checkers, get to work.",23424,23504,0,14,47,1,3.357142857,14,0.3182
HOLT,"OK, you are unpacking a lot here. And we're still on the issue of achieving prosperity. And I want to talk about taxes. The fundamental difference between the two of you concerns the wealthy.  Secretary Clinton, you're calling for a tax increase on the wealthiest Americans. I'd like you to further defend that. And, Mr. Trump, you're calling for tax cuts for the wealthy. I'd like you to defend that. And this next two-minute answer goes to you, Mr. Trump.",23505,23969,0,85,363,9,4.270588235,9.444444444,0.9386
TRUMP,"Well, I'm really calling for major jobs, because the wealthy are going create tremendous jobs. They're going to expand their companies. They're going to do a tremendous job.  I'm getting rid of the carried interest provision. And if you really look, it's not a tax -- it's really not a great thing for the wealthy. It's a great thing for the middle class. It's a great thing for companies to expand.  And when these people are going to put billions and billions of dollars into companies, and when they're going to bring $2.5 trillion back from overseas, where they can't bring the money back, because politicians like Secretary Clinton won't allow them to bring the money back, because the taxes are so onerous, and the bureaucratic red tape, so what -- is so bad.  So what they're doing is they're leaving our country, and they're, believe it or not, leaving because taxes are too high and because some of them have lots of money outside of our country. And instead of bringing it back and putting the money to work, because they can't work out a deal to -- and everybody agrees it should be brought back.  Instead of that, they're leaving our country to get their money, because they can't bring their money back into our country, because of bureaucratic red tape, because they can't get together. Because we have -- we have a president that can't sit them around a table and get them to approve something.  And here's the thing. Republicans and Democrats agree that this should be done, $2.5 trillion. I happen to think it's double that. It's probably $5 trillion that we can't bring into our country, Lester. And with a little leadership, you'd get it in here very quickly, and it could be put to use on the inner cities and lots of other things, and it would be beautiful.  But we have no leadership. And honestly, that starts with Secretary Clinton.",23970,25834,0,348,1470,19,4.224137931,18.31578947,0.8139
HOLT,"All right. You have two minutes of the same question to defend tax increases on the wealthiest Americans, Secretary Clinton.",25835,25966,0,20,102,2,5.1,10,0.4939
CLINTON,"I have a feeling that by, the end of this evening, I'm going to be blamed for everything that's ever happened.",25967,26087,0,23,87,1,3.782608696,23,-0.3818
TRUMP,Why not?,26088,26104,0,2,6,1,3,2,0
CLINTON,"Why not? Yeah, why not?    You know, just join the debate by saying more crazy things. Now, let me say this, it is absolutely the case...",26105,26262,1,26,99,4,3.807692308,6.5,-0.41
TRUMP,There's nothing crazy about not letting our companies bring their money back into their country.,26263,26367,0,16,81,1,5.0625,16,0.2584
HOLT,"This is -- this is Secretary Clinton's two minutes, please.",26368,26434,0,10,46,1,4.6,10,0.3182
TRUMP,Yes.,26435,26447,0,1,3,1,3,1,0.4019
CLINTON,"Yeah, well, let's start the clock again, Lester. We've looked at your tax proposals. I don't see changes in the corporate tax rates or the kinds of proposals you're referring to that would cause the repatriation, bringing back of money that's stranded overseas. I happen to support that.",26448,26745,0,53,232,4,4.377358491,13.25,0.7184
TRUMP,Then you didn't read it.,26746,26778,0,6,19,1,3.166666667,6,0
CLINTON,"I happen to -- I happen to support that in a way that will actually work to our benefit. But when I look at what you have proposed, you have what is called now the Trump loophole, because it would so advantage you and the business you do. You've proposed an approach that has a...",26779,27069,1,55,217,3,3.945454545,18.33333333,0.8083
TRUMP,Who gave it that name? The first I've -- who gave it that name?  ,27070,27154,0,14,46,2,3.285714286,7,0
HOLT,"Mr. Trump, this is Secretary Clinton's two minutes.",27155,27213,0,9,42,1,4.666666667,9,0
CLINTON,... $4 billion tax benefit for your family. And when you look at what you are proposing...,27214,27314,1,16,66,2,4.125,8,0.4588
TRUMP,How much? How much for my family?,27315,27355,0,7,25,2,3.571428571,3.5,0
CLINTON,... it is...,27356,27378,1,2,4,1,2,2,0
TRUMP,"Lester, how much?",27379,27404,0,3,13,1,4.333333333,3,0
CLINTON,"... as I said, trumped-up trickle-down. Trickle-down did not work. It got us into the mess we were in, in 2008 and 2009. Slashing taxes on the wealthy hasn't worked.  And a lot of really smart, wealthy people know that. And they are saying, hey, we need to do more to make the contributions we should be making to rebuild the middle class.",27405,27754,0,63,262,6,4.158730159,10.5,0.5256
CLINTON,"I don't think top-down works in America. I think building the middle class, investing in the middle class, making college debt-free so more young people can get their education, helping people refinance their -- their debt from college at a lower rate. Those are the kinds of things that will really boost the economy. Broad-based, inclusive growth is what we need in America, not more advantages for people at the very top.",27755,28189,0,72,342,4,4.75,18,0.4328
HOLT,"Mr. Trump, we're...",28190,28216,1,4,13,1,3.25,4,0
TRUMP,"Typical politician. All talk, no action. Sounds good, doesn't work. Never going to happen. Our country is suffering because people like Secretary Clinton have made such bad decisions in terms of our jobs and in terms of what's going on.  Now, look, we have the worst revival of an economy since the Great Depression. And believe me: We're in a bubble right now. And the only thing that looks good is the stock market, but if you raise interest rates even a little bit, that's going to come crashing down.  We are in a big, fat, ugly bubble. And we better be awfully careful. And we have a Fed that's doing political things. This Janet Yellen of the Fed. The Fed is doing political -- by keeping the interest rates at this level. And believe me: The day Obama goes off, and he leaves, and goes out to the golf course for the rest of his life to play golf, when they raise interest rates, you're going to see some very bad things happen, because the Fed is not doing their job. The Fed is being more political than Secretary Clinton.",28217,29256,0,196,807,15,4.117346939,13.06666667,0.8587
HOLT,"Mr. Trump, we're talking about the burden that Americans have to pay, yet you have not released your tax returns. And the reason nominees have released their returns for decades is so that voters will know if their potential president owes money to -- who he owes it to and any business conflicts. Don't Americans have a right to know if there are any conflicts of interest?",29257,29638,0,68,301,3,4.426470588,22.66666667,-0.6705
TRUMP,"I don't mind releasing -- I'm under a routine audit. And it'll be released. And -- as soon as the audit's finished, it will be released.  But you will learn more about Donald Trump by going down to the federal elections, where I filed a 104-page essentially financial statement of sorts, the forms that they have. It shows income -- in fact, the income -- I just looked today -- the income is filed at $694 million for this past year, $694 million. If you would have told me I was going to make that 15 or 20 years ago, I would have been very surprised.  But that's the kind of thinking that our country needs. When we have a country that's doing so badly, that's being ripped off by every single country in the world, it's the kind of thinking that our country needs, because everybody -- Lester, we have a trade deficit with all of the countries that we do business with, of almost $800 billion a year. You know what that is? That means, who's negotiating these trade deals?  We have people that are political hacks negotiating our trade deals.",29639,30693,0,196,813,11,4.147959184,17.81818182,-0.7058
HOLT,The IRS says an audit...,30694,30725,1,5,17,1,3.4,5,0
TRUMP,Excuse me.,30726,30744,0,2,8,1,4,2,0.0772
HOLT,"... of your taxes -- you're perfectly free to release your taxes during an audit. And so the question, does the public's right to know outweigh your personal...",30745,30912,1,28,123,2,4.392857143,14,0.8176
TRUMP,"Well, I told you, I will release them as soon as the audit. Look, I've been under audit almost for 15 years. I know a lot of wealthy people that have never been audited. I said, do you get audited? I get audited almost every year.  And in a way, I should be complaining. I'm not even complaining. I don't mind it. It's almost become a way of life. I get audited by the IRS. But other people don't.  I will say this. We have a situation in this country that has to be taken care of. I will release my tax returns -- against my lawyer's wishes -- when she releases her 33,000 e-mails that have been deleted. As soon as she releases them, I will release.    I will release my tax returns. And that's against -- my lawyers, they say, ""Don't do it."" I will tell you this. No -- in fact, watching shows, they're reading the papers. Almost every lawyer says, you don't release your returns until the audit's complete. When the audit's complete, I'll do it. But I would go against them if she releases her e-mails.",30913,31937,0,200,767,22,3.835,9.090909091,0.5106
HOLT,So it's negotiable?,31938,31964,0,4,16,1,4,4,0
TRUMP,"It's not negotiable, no. Let her release the e-mails. Why did she delete 33,000...",31965,32055,1,15,63,3,4.2,5,0.2235
HOLT,"Well, I'll let her answer that. But let me just admonish the audience one more time. There was an agreement. We did ask you to be silent, so it would be helpful for us. Secretary Clinton?",32056,32250,0,37,145,5,3.918918919,7.4,0.7964
