speaker,speechText,startInd,endInd,interrupted,numWords,numChars,numSents,avgWordLen,avgSentLen,sentiment
TRUMP,"Well, you owe the president an apology, because as you know very well, your campaign, Sidney Blumenthal--he's another real winner that you have--and he's the one that got this started, along with your campaign manager, and they were on television just two weeks ago, she was, saying exactly that. So you really owe him an apology. You're the one that sent the pictures around your campaign, sent the pictures around with President Obama in a certain garb. That was long before I was ever involved, so you actually owe an apology. Number two, Michelle Obama. I've gotten to see the commercials that they did on you. And I've gotten to see some of the most vicious commercials I've ever seen of Michelle Obama talking about you, Hillary. So, you talk about friend? Go back and take a look at those commercials, a race where you lost fair and square, unlike the Bernie Sanders race, where you won, but not fair and square, in my opinion. And all you have to do is take a look at WikiLeaks and just see what they say about Bernie Sanders and see what Deborah Wasserman Schultz had in mind, because Bernie Sanders, between super-delegates and Deborah Wasserman Schultz, he never had a chance. And I was so surprised to see him sign on with the devil. But when you talk about apology, I think the one that you should really be apologizing for and the thing that you should be apologizing for are the 33,000 e-mails that you deleted, and that you acid washed, and then the two boxes of e-mails and other things last week that were taken from an office and are now missing. And I'll tell you what. I didn't think I'd say this, but I'm going to say it, and I hate to say it. But if I win, I am going to instruct my attorney general to get a special prosecutor to look into your situation, because there has never been so many lies, so much deception. There has never been anything like it, and we're going to have a special prosecutor. When I speak, I go out and speak, the people of this country are furious. In my opinion, the people that have been long-term workers at the FBI are furious. There has never been anything like this, where e-mails--and you get a subpoena, you get a subpoena, and after getting the subpoena, you delete 33,000 e-mails, and then you acid wash them or bleach them, as you would say, very expensive process. So we're going to get a special prosecutor, and we're going to look into it, because you know what? People have been--their lives have been destroyed for doing one-fifth of what you've done. And it's a disgrace. And honestly, you ought to be ashamed of yourself.",14430,17028,0,490,2047,23,4.177551020408163,21.304347826086957,-0.9755
RADDATZ,"Secretary Clinton, I want to follow up on that. ",17029,17097,0,9,37,1,4.111111111111111,9.0,0.0772
RADDATZ,I'm going to let you talk about e-mails.,17098,17147,0,9,32,1,3.5555555555555554,9.0,0.0
CLINTON,"... because everything he just said is absolutely false, but I'm not surprised.",17148,17236,0,13,62,1,4.769230769230769,13.0,-0.2498
TRUMP,"Oh, really?",17237,17255,0,2,8,1,4.0,2.0,0.0
CLINTON,In the first debate... ,17256,17298,1,4,16,1,4.0,4.0,0.0
RADDATZ,"And really, the audience needs to calm down here.",17299,17357,0,9,39,1,4.333333333333333,9.0,0.3182
CLINTON,"... I told people that it would be impossible to be fact-checking Donald all the time. I'd never get to talk about anything I want to do and how we're going to really make lives better for people. So, once again, go to HillaryClinton.com. We have literally Trump--you can fact check him in real time. Last time at the first debate, we had millions of people fact checking, so I expect we'll have millions more fact checking, because, you know, it is--it's just awfully good that someone with the temperament of Donald Trump is not in charge of the law in our country.",17358,17934,0,108,446,5,4.12962962962963,21.6,0.7688
TRUMP,Because you'd be in jail. ,17935,17978,0,6,20,1,3.3333333333333335,6.0,0.0
RADDATZ,Secretary Clinton...,17979,18008,1,2,16,1,8.0,2.0,0.0
COOPER,We want to remind the audience to please not talk out loud. Please do not applaud. You're just wasting time.,18009,18125,0,21,86,3,4.095238095238095,7.0,-0.0721
RADDATZ,"And, Secretary Clinton, I do want to follow up on e- mails. You've said your handing of your e-mails was a mistake. You disagreed with FBI Director James Comey, calling your handling of classified information, quote, ""extremely careless."" The FBI said that there were 110 classified e-mails that were exchanged, eight of which were top secret, and that it was possible hostile actors did gain access to those e-mails. You don't call that extremely careless?",18126,18592,0,77,369,5,4.792207792207792,15.4,-0.5563
CLINTON,"Well, Martha, first, let me say--and I've said before, but I'll repeat it, because I want everyone to hear it--that was a mistake, and I take responsibility for using a personal e-mail account. Obviously, if I were to do it over again, I would not. I'm not making any excuses. It was a mistake. And I am very sorry about that. But I think it's also important to point out where there are some misleading accusations from critics and others. After a year-long investigation, there is no evidence that anyone hacked the server I was using and there is no evidence that anyone can point to at all--anyone who says otherwise has no basis--that any classified material ended up in the wrong hands. I take classified materials very seriously and always have. When I was on the Senate Armed Services Committee, I was privy to a lot of classified material. Obviously, as secretary of state, I had some of the most important secrets that we possess, such as going after bin Laden. So I am very committed to taking classified information seriously. And as I said, there is no evidence that any classified information ended up in the wrong hands.",18593,19737,0,208,902,12,4.336538461538462,17.333333333333332,-0.9878
RADDATZ,"OK, we're going to move on.",19738,19774,0,7,20,1,2.857142857142857,7.0,0.4466
TRUMP,"And yet she didn't know the word--the letter C on a document. Right? She didn't even know what that word--what that letter meant. You know, it's amazing. I'm watching Hillary go over facts. And she's going after fact after fact, and she's lying again, because she said she--you know, what she did with the e-mail was fine. You think it was fine to delete 33,000 e-mails? I don't think so. She said the 33,000 e-mails had to do with her daughter's wedding, number one, and a yoga class. Well, maybe we'll give three or three or four or five or something. 33,000 e-mails deleted, and now she's saying there wasn't anything wrong. And more importantly, that was after getting a subpoena. That wasn't before. That was after. She got it from the United States Congress. And I'll be honest, I am so disappointed in congressmen, including Republicans, for allowing this to happen. Our Justice Department, where our husband goes on to the back of a airplane for 39 minutes, talks to the attorney general days before a ruling is going to be made on her case. But for you to say that there was nothing wrong with you deleting 39,000 e-mails, again, you should be ashamed of yourself. What you did--and this is after getting a subpoena from the United States Congress.",19775,21039,0,239,993,19,4.154811715481172,12.578947368421053,0.9536
COOPER,We have to move on.,21040,21067,0,5,14,1,2.8,5.0,0.0
TRUMP,You did that. Wait a minute. One second.,21068,21115,0,8,30,3,3.75,2.6666666666666665,0.0
COOPER,"Secretary Clinton, you can respond, and then we got to move on.",21116,21187,0,12,49,1,4.083333333333333,12.0,0.0
RADDATZ,We want to give the audience a chance.,21188,21235,0,8,30,1,3.75,8.0,0.3182
TRUMP,"If you did that in the private sector, you'd be put in jail, let alone after getting a subpoena from the United States Congress.",21236,21371,0,25,102,1,4.08,25.0,0.2023
COOPER,"Secretary Clinton, you can respond. Then we have to move on to an audience question.",21372,21464,0,15,67,2,4.466666666666667,7.5,0.0
CLINTON,"Look, it's just not true. And so please, go to...",21465,21523,1,11,34,2,3.090909090909091,5.5,0.0672
TRUMP,"Oh, you didn't delete them?",21524,21558,0,6,21,1,3.5,6.0,0.0
COOPER,"Allow her to respond, please.",21559,21596,0,5,23,1,4.6,5.0,0.4939
CLINTON,"It was personal e-mails, not official.",21597,21644,0,6,31,1,5.166666666666667,6.0,0.0
TRUMP,"Oh, 33,000? Yeah.",21645,21669,0,3,12,2,4.0,1.5,0.296
CLINTON,"Not--well, we turned over 35,000, so...",21670,21718,1,7,27,1,3.857142857142857,7.0,0.0
TRUMP,"Oh, yeah. What about the other 15,000?",21719,21764,0,7,29,2,4.142857142857143,3.5,0.296
COOPER,Please allow her to respond. She didn't talk while you talked.,21765,21835,0,12,50,2,4.166666666666667,6.0,0.4939
CLINTON,"Yes, that's true, I didn't.",21836,21872,0,7,20,1,2.857142857142857,7.0,0.6705
TRUMP,Because you have nothing to say.,21873,21912,0,6,26,1,4.333333333333333,6.0,0.0
CLINTON,"I didn't in the first debate, and I'm going to try not to in this debate, because I'd like to get to the questions that the people have brought here tonight to talk to us about.",21913,22099,0,39,139,1,3.5641025641025643,39.0,0.3612
TRUMP,Get off this question.,22100,22129,0,4,18,1,4.5,4.0,0.0
CLINTON,"OK, Donald. I know you're into big diversion tonight, anything to avoid talking about your campaign and the way it's exploding and the way Republicans are leaving you. But let's at least focus...",22130,22334,1,36,156,3,4.333333333333333,12.0,0.186
TRUMP,Let's see what happens... ,22335,22379,1,5,19,1,3.8,5.0,0.0
COOPER,Allow her to respond.,22380,22409,0,4,17,1,4.25,4.0,0.2263
CLINTON,... on some of the issues that people care about tonight. Let's get to their questions.,22410,22506,0,16,67,2,4.1875,8.0,0.4939
COOPER,We have a question here from Ken Karpowicz. He has a question about health care. Ken?,22507,22600,0,16,67,3,4.1875,5.333333333333333,0.4939
TRUMP,"I'd like to know, Anderson, why aren't you bringing up the e-mails? I'd like to know. Why aren't you bringing...",22601,22720,1,24,86,3,3.5833333333333335,8.0,0.6124
COOPER,We brought up the e-mails.,22721,22755,0,5,21,1,4.2,5.0,0.0
TRUMP,"No, it hasn't. It hasn't. And it hasn't been finished at all.",22756,22824,0,15,46,3,3.066666666666667,5.0,-0.296
COOPER,Ken Karpowicz has a question.,22825,22862,0,5,24,1,4.8,5.0,0.0
TRUMP,It's nice to--one on three.,22863,22897,0,7,20,1,2.857142857142857,7.0,0.4215
QUESTION,"Thank you. Affordable Care Act, known as Obamacare, it is not affordable. Premiums have gone up. Deductibles have gone up. Copays have gone up. Prescriptions have gone up. And the coverage has gone down. What will you do to bring the cost down and make coverage better?",22898,23177,0,47,213,8,4.531914893617022,5.875,0.8225
COOPER,"That first one goes to Secretary Clinton, because you started out the last one to the audience.",23178,23281,0,17,77,1,4.529411764705882,17.0,0.0
CLINTON,"If he wants to start, he can start. No, go ahead, Donald.",23282,23348,0,12,41,2,3.4166666666666665,6.0,-0.296
TRUMP,"No, I'm a gentlemen, Hillary. Go ahead. ",23349,23406,0,8,29,2,3.625,4.0,-0.296
COOPER,Secretary Clinton?,23407,23433,0,2,16,1,8.0,2.0,0.0
CLINTON,"Well, I think Donald was about to say he's going to solve it by repealing it and getting rid of the Affordable Care Act. And I'm going to fix it, because I agree with you. Premiums have gotten too high. Copays, deductibles, prescription drug costs, and I've laid out a series of actions that we can take to try to get those costs down. But here's what I don't want people to forget when we're talking about reining in the costs, which has to be the highest priority of the next president, when the Affordable Care Act passed, it wasn't just that 20 million got insurance who didn't have it before. But that in and of itself was a good thing. I meet these people all the time, and they tell me what a difference having that insurance meant to them and their families. But everybody else, the 170 million of us who get health insurance through our employees got big benefits. Number one, insurance companies can't deny you coverage because of a pre-existing condition. Number two, no lifetime limits, which is a big deal if you have serious health problems. Number three, women can't be charged more than men for our health insurance, which is the way it used to be before the Affordable Care Act. Number four, if you're under 26, and your parents have a policy, you can be on that policy until the age of 26, something that didn't happen before. So I want very much to save what works and is good about the Affordable Care Act. But we've got to get costs down. We've got to provide additional help to small businesses so that they can afford to provide health insurance. But if we repeal it, as Donald has proposed, and start over again, all of those benefits I just mentioned are lost to everybody, not just people who get their health insurance on the exchange. And then we would have to start all over again. Right now, we are at 90 percent health insurance coverage. That's the highest we've ever been in our country.",23434,25363,0,367,1527,19,4.160762942779291,19.31578947368421,0.9824
COOPER,"Secretary Clinton, your time is up.",25364,25407,0,6,28,1,4.666666666666667,6.0,0.0
CLINTON,"So I want us to get to 100 percent, but get costs down and keep quality up.",25408,25492,0,17,57,1,3.3529411764705883,17.0,0.0763
COOPER,"Mr. Trump, you have two minutes.",25493,25533,0,6,25,1,4.166666666666667,6.0,0.0
TRUMP,"It is such a great question and it's maybe the question I get almost more than anything else, outside of defense. Obamacare is a disaster. You know it. We all know it. It's going up at numbers that nobody's ever seen worldwide. Nobody's ever seen numbers like this for health care. It's only getting worse. In '17, it implodes by itself. Their method of fixing it is to go back and ask Congress for more money, more and more money. We have right now almost $20 trillion in debt. Obamacare will never work. It's very bad, very bad health insurance. Far too expensive. And not only expensive for the person that has it, unbelievably expensive for our country. It's going to be one of the biggest line items very shortly. We have to repeal it and replace it with something absolutely much less expensive and something that works, where your plan can actually be tailored. We have to get rid of the lines around the state, artificial lines, where we stop insurance companies from coming in and competing, because they want--and President Obama and whoever was working on it--they want to leave those lines, because that gives the insurance companies essentially monopolies. We want competition. You will have the finest health care plan there is. She wants to go to a single-payer plan, which would be a disaster, somewhat similar to Canada. And if you haven't noticed the Canadians, when they need a big operation, when something happens, they come into the United States in many cases because their system is so slow. It's catastrophic in certain ways. But she wants to go to single payer, which means the government basically rules everything. Hillary Clinton has been after this for years. Obamacare was the first step. Obamacare is a total disaster. And not only are your rates going up by numbers that nobody's ever believed, but your deductibles are going up, so that unless you get hit by a truck, you're never going to be able to use it.",25534,27483,0,352,1553,27,4.411931818181818,13.037037037037036,-0.7701
COOPER,"Mr. Trump, your time...",27484,27515,1,4,16,1,4.0,4.0,0.0
TRUMP,"It is a disastrous plan, and it has to be repealed and replaced.",27516,27587,0,13,50,1,3.8461538461538463,13.0,-0.5994
COOPER,"Secretary Clinton, let me follow up with you. Your husband called Obamacare, quote, ""the craziest thing in the world,"" saying that small-business owners are getting killed as premiums double, coverage is cut in half. Was he mistaken or was the mistake simply telling the truth?",27588,27873,0,45,223,3,4.955555555555556,15.0,-0.8555
CLINTON,"No, I mean, he clarified what he meant. And it's very clear. Look, we are in a situation in our country where if we were to start all over again, we might come up with a different system. But we have an employer-based system. That's where the vast majority of people get their health care. And the Affordable Care Act was meant to try to fill the gap between people who were too poor and couldn't put together any resources to afford health care, namely people on Medicaid. Obviously, Medicare, which is a single-payer system, which takes care of our elderly and does a great job doing it, by the way, and then all of the people who were employed, but people who were working but didn't have the money to afford insurance and didn't have anybody, an employer or anybody else, to help them. That was the slot that the Obamacare approach was to take. And like I say, 20 million people now have health insurance. So if we just rip it up and throw it away, what Donald's not telling you is we just turn it back to the insurance companies the way it used to be, and that means the insurance companies...",27874,28981,1,211,866,10,4.104265402843602,21.1,0.9331
COOPER,Secretary Clinton...,28982,29010,1,2,16,1,8.0,2.0,0.0
CLINTON,"... get to do pretty much whatever they want, including saying, look, I'm sorry, you've got diabetes, you had cancer, your child has asthma...",29011,29162,1,25,107,1,4.28,25.0,-0.296
COOPER,Your time is up.,29163,29187,0,4,12,1,3.0,4.0,0.0
CLINTON,"... you may not be able to have insurance because you can't afford it. So let's fix what's broken about it, but let's not throw it away and give it all back to the insurance companies and the drug companies. That's not going to work.",29188,29430,0,49,182,3,3.7142857142857144,16.333333333333332,-0.2617
COOPER,"Mr. Trump, let me follow up on this.",29431,29475,0,8,27,1,3.375,8.0,0.0
TRUMP,"Well, I just want--just one thing. First of all, Hillary, everything's broken about it. Everything. Number two, Bernie Sanders said that Hillary Clinton has very bad judgment. This is a perfect example of it, trying to save Obamacare, which is a disaster.",29476,29738,0,44,201,5,4.568181818181818,8.8,-0.4005
COOPER,You've said you want to end Obamacare...,29739,29787,1,8,31,1,3.875,8.0,0.0772
TRUMP,By the way...,29788,29808,1,3,8,1,2.6666666666666665,3.0,0.0
COOPER,You've said you want to end Obamacare. You've also said you want to make coverage accessible for people with pre-existing conditions. How do you force insurance companies to do that if you're no longer mandating that every American get insurance?,29809,30063,0,43,204,3,4.744186046511628,14.333333333333334,-0.1531
TRUMP,We're going to be able to. You're going to have plans...,30064,30127,1,13,42,2,3.230769230769231,6.5,0.0
COOPER,What does that mean?,30128,30156,0,4,16,1,4.0,4.0,0.0
TRUMP,"Well, I'll tell you what it means. You're going to have plans that are so good, because we're going to have so much competition in the insurance industry. Once we break out--once we break out the lines and allow the competition to come...",30157,30402,1,47,187,3,3.978723404255319,15.666666666666666,0.7745
COOPER,Are you going--are you going to have a mandate that Americans have to have health insurance?,30403,30503,0,17,74,1,4.352941176470588,17.0,0.0
TRUMP,"President Obama--Anderson, excuse me. President Obama, by keeping those lines, the boundary lines around each state, it was almost gone until just very toward the end of the passage of Obamacare, which, by the way, was a fraud. You know that, because Jonathan Gruber, the architect of Obamacare, was said--he said it was a great lie, it was a big lie. President Obama said you keep your doctor, you keep your plan. The whole thing was a fraud, and it doesn't work. But when we get rid of those lines, you will have competition, and we will be able to keep pre-existing, we'll also be able to help people that can't get--don't have money because we are going to have people protected. And Republicans feel this way, believe it or not, and strongly this way. We're going to block grant into the states. We're going to block grant into Medicaid into the states...",30504,31371,1,162,673,9,4.154320987654321,18.0,-0.0552
COOPER,"Thank you, Mr. Trump.",31372,31401,0,4,16,1,4.0,4.0,0.3612
TRUMP,... so that we will be able to take care of people without the necessary funds to take care of themselves.,31402,31515,0,20,82,1,4.1,20.0,0.7506
COOPER,"Thank you, Mr. Trump.",31516,31545,0,4,16,1,4.0,4.0,0.3612
RADDATZ,We now go to Gorbah Hamed with a question for both candidates.,31546,31617,0,12,50,1,4.166666666666667,12.0,0.0
QUESTION,"Hi. There are 3.3 million Muslims in the United States, and I'm one of them. You've mentioned working with Muslim nations, but with Islamophobia on the rise, how will you help people like me deal with the consequences of being labeled as a threat to the country after the election is over?",31618,31917,0,54,232,3,4.296296296296297,18.0,0.4767
RADDATZ,"Mr. Trump, you're first.",31918,31951,0,5,19,1,3.8,5.0,0.0
