speaker,speechText,startInd,endInd,interrupted,numWords,numChars,numSents,avgWordLen,avgSentLen,sentiment
CLINTON,"Well, first of all, I support the Second Amendment. I lived in Arkansas for 18 wonderful years. I represented upstate New York. I understand and respect the tradition of gun ownership. It goes back to the founding of our country.  But I also believe that there can be and must be reasonable regulation. Because I support the Second Amendment doesn't mean that I want people who shouldn't have guns to be able to threaten you, kill you or members of your family.  And so when I think about what we need to do, we have 33,000 people a year who die from guns. I think we need comprehensive background checks, need to close the online loophole, close the gun show loophole. There's other matters that I think are sensible that are the kind of reforms that would make a difference that are not in any way conflicting with the Second Amendment.  You mentioned the Heller decision. And what I was saying that you referenced, Chris, was that I disagreed with the way the court applied the Second Amendment in that case, because what the District of Columbia was trying to do was to protect toddlers from guns and so they wanted people with guns to safely store them. And the court didn't accept that reasonable regulation, but they've accepted many others. So I see no conflict between saving people's lives and defending the Second Amendment.",6146,7491,0,241,1074,14,4.45643153526971,17.214285714285715,-0.7661
WALLACE,"Let me bring Mr. Trump in here. The bipartisan Open Debate Coalition got millions of votes on questions to ask here, and this was, in fact, one of the top questions that they got. How will you ensure the Second Amendment is protected? You just heard Secretary Clinton's answer. Does she persuade you that, while you may disagree on regulation, that, in fact, she supports a Second Amendment right to bear arms?",7492,7911,0,73,327,5,4.47945205479452,14.6,0.7622
TRUMP,"Well, the D.C. vs. Heller decision was very strongly -- and she was extremely angry about it. I watched. I mean, she was very, very angry when upheld. And Justice Scalia was so involved. And it was a well-crafted decision. But Hillary was extremely upset, extremely angry. And people that believe in the Second Amendment and believe in it very strongly were very upset with what she had to say.",7912,8314,0,69,312,7,4.521739130434782,9.857142857142858,-0.8063
WALLACE,"Well, let me bring in Secretary Clinton. Were you extremely upset?",8315,8391,0,11,53,2,4.818181818181818,5.5,-0.2006
CLINTON,"Well, I was upset because, unfortunately, dozens of toddlers injure themselves, even kill people with guns, because, unfortunately, not everyone who has loaded guns in their homes takes appropriate precautions.  But there's no doubt that I respect the Second Amendment, that I also believe there's an individual right to bear arms. That is not in conflict with sensible, commonsense regulation.  And, you know, look, I understand that Donald's been strongly supported by the NRA. The gun lobby's on his side. They're running millions of dollars of ads against me. And I regret that, because what I would like to see is for people to come together and say: Of course we're going to protect and defend the Second Amendment. But we're going to do it in a way that tries to save some of these 33,000 lives that we lose every year.",8392,9228,0,149,661,8,4.436241610738255,18.625,-0.7039
WALLACE,"Let me bring Mr. Trump back into this, because, in fact, you oppose any limits on assault weapons, any limits on high- capacity magazines. You support a national right to carry law. Why, sir?",9229,9430,0,34,150,3,4.411764705882353,11.333333333333334,-0.6124
TRUMP,"Well, let me just tell you before we go any further. In Chicago, which has the toughest gun laws in the United States, probably you could say by far, they have more gun violence than any other city. So we have the toughest laws, and you have tremendous gun violence.  I am a very strong supporter of the Second Amendment. And I am -- I don't know if Hillary was saying it in a sarcastic manner, but I'm very proud to have the endorsement of the NRA. And it's the earliest endorsement they've ever given to anybody who ran for president. So I'm very honored by all of that.  We are going to appoint justices -- this is the best way to help the Second Amendment. We are going to appoint justices that will feel very strongly about the Second Amendment, that will not do damage to the Second Amendment.",9431,10238,0,153,628,9,4.104575163398692,17.0,0.9843
WALLACE,"Well, let's pick up on another issue which divides you and the justices that whoever ends up winning this election appoints could have a dramatic effect there, and that's the issue of abortion.",10239,10442,0,35,158,1,4.514285714285714,35.0,0.6705
TRUMP,Right.,10443,10457,0,1,5,1,5.0,1.0,0.0
WALLACE,"Mr. Trump, you're pro-life. But I want to ask you specifically: Do you want the court, including the justices that you will name, to overturn Roe v. Wade, which includes -- in fact, states -- a woman's right to abortion?",10458,10688,0,40,169,2,4.225,20.0,0.1531
TRUMP,"Well, if that would happen, because I am pro-life, and I will be appointing pro-life judges, I would think that that will go back to the individual states.",10689,10852,0,28,123,1,4.392857142857143,28.0,0.2732
WALLACE,But I'm asking you specifically. Would you like to...,10853,10916,1,10,41,2,4.1,5.0,0.3612
TRUMP,"If they overturned it, it will go back to the states.",10917,10978,0,11,41,1,3.727272727272727,11.0,0.0
WALLACE,"But what I'm asking you, sir, is, do you want to see the court overturn -- you just said you want to see the court protect the Second Amendment. Do you want to see the court overturn Roe v. Wade?",10979,11184,0,40,149,2,3.725,20.0,0.5423
TRUMP,"Well, if we put another two or perhaps three justice on, that's really what's going to be -- that will happen. And that'll happen automatically, in my opinion, because I am putting pro-life justices on the court. I will say this: It will go back to the states, and the states will then make a determination.",11185,11500,0,58,241,3,4.155172413793103,19.333333333333332,0.802
WALLACE,Secretary Clinton?,11501,11529,0,2,16,1,8.0,2.0,0.0
CLINTON,"Well, I strongly support Roe v. Wade, which guarantees a constitutional right to a woman to make the most intimate, most difficult, in many cases, decisions about her health care that one can imagine. And in this case, it's not only about Roe v. Wade. It is about what's happening right now in America.  So many states are putting very stringent regulations on women that block them from exercising that choice to the extent that they are defunding Planned Parenthood, which, of course, provides all kinds of cancer screenings and other benefits for women in our country.  Donald has said he's in favor of defunding Planned Parenthood. He even supported shutting the government down to defund Planned Parenthood. I will defend Planned Parenthood. I will defend Roe v. Wade, and I will defend women's rights to make their own health care decisions.",11530,12387,0,146,686,8,4.698630136986301,18.25,0.8197
WALLACE,Secretary Clinton...,12388,12417,1,2,16,1,8.0,2.0,0.0
CLINTON,"And we have come too far to have that turned back now. And, indeed, he said women should be punished, that there should be some form of punishment for women who obtain abortions. And I could just not be more opposed to that kind of thinking.",12418,12669,0,46,190,3,4.130434782608695,15.333333333333334,-0.7351
WALLACE,"I'm going to give you a chance to respond, but I want to ask you, Secretary Clinton, I want to explore how far you believe the right to abortion goes. You have been quoted as saying that the fetus has no constitutional rights. You also voted against a ban on late-term, partial-birth abortions. Why?",12670,12979,0,55,238,4,4.327272727272727,13.75,-0.743
CLINTON,"Because Roe v. Wade very clearly sets out that there can be regulations on abortion so long as the life and the health of the mother are taken into account. And when I voted as a senator, I did not think that that was the case.  The kinds of cases that fall at the end of pregnancy are often the most heartbreaking, painful decisions for families to make. I have met with women who toward the end of their pregnancy get the worst news one could get, that their health is in jeopardy if they continue to carry to term or that something terrible has happened or just been discovered about the pregnancy. I do not think the United States government should be stepping in and making those most personal of decisions. So you can regulate if you are doing so with the life and the health of the mother taken into account.",12980,13805,0,153,653,6,4.26797385620915,25.5,-0.9443
WALLACE,"Mr. Trump, your reaction? And particularly on this issue of late-term, partial-birth abortions.",13806,13911,0,13,79,2,6.076923076923077,6.5,0.0
TRUMP,"Well, I think it's terrible. If you go with what Hillary is saying, in the ninth month, you can take the baby and rip the baby out of the womb of the mother just prior to the birth of the baby.  Now, you can say that that's OK and Hillary can say that that's OK. But it's not OK with me, because based on what she's saying, and based on where she's going, and where she's been, you can take the baby and rip the baby out of the womb in the ninth month on the final day. And that's not acceptable.",13912,14416,0,110,381,5,3.463636363636364,22.0,0.7038
CLINTON,"Well, that is not what happens in these cases. And using that kind of scare rhetoric is just terribly unfortunate. You should meet with some of the women that I have met with, women I have known over the course of my life. This is one of the worst possible choices that any woman and her family has to make. And I do not believe the government should be making it.  You know, I've had the great honor of traveling across the world on behalf of our country. I've been to countries where governments either forced women to have abortions, like they used to do in China, or forced women to bear children, like they used to do in Romania. And I can tell you: The government has no business in the decisions that women make with their families in accordance with their faith, with medical advice. And I will stand up for that right.",14417,15254,0,157,655,9,4.171974522292993,17.444444444444443,-0.7346
WALLACE,"All right. But just briefly, I want to move on to another segment...",15255,15333,1,13,51,2,3.923076923076923,6.5,0.0772
TRUMP,"And, honestly, nobody has business doing what I just said, doing that, as late as one or two or three or four days prior to birth. Nobody has that.",15334,15489,0,29,113,2,3.896551724137931,14.5,0.4588
WALLACE,"All right. Let's move on to the subject of immigration. And there is almost no issue that separates the two of you more than the issue of immigration. Actually, there are a lot of issues that separate the two of you.  Mr. Trump, you want to build a wall. Secretary Clinton, you have offered no specific plan for how you want to secure our southern border. Mr. Trump, you are calling for major deportations. Secretary Clinton, you say that within your first 100 days as president you're going to offer a package that includes a pathway to citizenship. The question, really, is, why are you right and your opponent wrong?  Mr. Trump, you go first in this segment. You have two minutes.",15490,16183,0,124,540,11,4.354838709677419,11.272727272727273,-0.443
TRUMP,"Well, first of all, she wants to give amnesty, which is a disaster and very unfair to all of the people that are waiting on line for many, many years. We need strong borders.  In the audience tonight, we have four mothers of -- I mean, these are unbelievable people that I've gotten to know over a period of years whose children have been killed, brutally killed by people that came into the country illegally. You have thousands of mothers and fathers and relatives all over the country. They're coming in illegally. Drugs are pouring in through the border. We have no country if we have no border.  Hillary wants to give amnesty. She wants to have open borders. The border -- as you know, the Border Patrol agents, 16,500-plus ICE last week, endorsed me. First time they've ever endorsed a candidate. It means their job is tougher. But they know what's going on. They know it better than anybody. They want strong borders. They feel we have to have strong borders.  I was up in New Hampshire the other day. The biggest complaint they have -- it's with all of the problems going on in the world, many of the problems caused by Hillary Clinton and by Barack Obama. All of the problems -- the single biggest problem is heroin that pours across our southern border. It's just pouring and destroying their youth. It's poisoning the blood of their youth and plenty of other people. We have to have strong borders. We have to keep the drugs out of our country. We are -- right now, we're getting the drugs, they're getting the cash. We need strong borders. We need absolute -- we cannot give amnesty.  Now, I want to build the wall. We need the wall. And the Border Patrol, ICE, they all want the wall. We stop the drugs. We shore up the border. One of my first acts will be to get all of the drug lords, all of the bad ones -- we have some bad, bad people in this country that have to go out. We're going to get them out; we're going to secure the border. And once the border is secured, at a later date, we'll make a determination as to the rest. But we have some bad hombres here, and we're going to get them out.",16184,18303,0,402,1642,35,4.08457711442786,11.485714285714286,-0.9834
WALLACE,"Mr. Trump, thank you. Same question to you, Secretary Clinton. Basically, why are you right and Mr. Trump is wrong?",18304,18429,0,20,90,3,4.5,6.666666666666667,-0.1531
CLINTON,"Well, as he was talking, I was thinking about a young girl I met here in Las Vegas, Carla, who is very worried that her parents might be deported, because she was born in this country but they were not. They work hard, they do everything they can to give her a good life.  And you're right. I don't want to rip families apart. I don't want to be sending parents away from children. I don't want to see the deportation force that Donald has talked about in action in our country.  We have 11 million undocumented people. They have 4 million American citizen children, 15 million people. He said as recently as a few weeks ago in Phoenix that every undocumented person would be subject to deportation. Now, here's what that means. It means you would have to have a massive law enforcement presence, where law enforcement officers would be going school to school, home to home, business to business, rounding up people who are undocumented. And we would then have to put them on trains, on buses to get them out of our country.  I think that is an idea that is not in keeping with who we are as a nation. I think it's an idea that would rip our country apart.  I have been for border security for years. I voted for border security in the United States Senate. And my comprehensive immigration reform plan of course includes border security. But I want to put our resources where I think they're most needed: Getting rid of any violent person. Anybody who should be deported, we should deport them.  When it comes to the wall that Donald talks about building, he went to Mexico, he had a meeting with the Mexican president. Didn't even raise it. He choked and then got into a Twitter war because the Mexican president said we're not paying for that wall.  So I think we are both a nation of immigrants and we are a nation of laws and that we can act accordingly. And that's why I'm introducing comprehensive immigration reform within the first 100 days with the path to citizenship.",18430,20419,0,371,1573,24,4.2398921832884096,15.458333333333334,0.4433
WALLACE,"Thank you, Secretary Clinton. I want to follow up...",20420,20482,1,9,39,2,4.333333333333333,4.5,0.4215
TRUMP,"Chris, I think it's...",20483,20513,1,5,15,1,3.0,5.0,0.0
WALLACE,OK.,20514,20527,0,1,2,1,2.0,1.0,0.296
TRUMP,"I think I should respond to that. First of all, I had a very good meeting with the president of Mexico. Very nice man. We will be doing very much better with Mexico on trade deals. Believe me. The NAFTA deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody. It's a disaster.  Hillary Clinton wanted the wall. Hillary Clinton fought for the wall in 2006 or thereabouts. Now, she never gets anything done, so naturally the wall wasn't built. But Hillary Clinton wanted the wall.",20528,21052,0,97,406,11,4.185567010309279,8.818181818181818,0.3323
WALLACE,"Well, let me -- wait, wait, sir, let me...",21053,21105,1,8,25,1,3.125,8.0,0.2732
TRUMP,We are a country of laws. We either have -- and by the way...,21106,21175,1,13,42,2,3.230769230769231,6.5,0.0
WALLACE,"Now, wait. I'd like to hear from...",21176,21221,1,8,24,2,3.0,4.0,0.3612
TRUMP,"Well -- well, but she said one thing.",21222,21267,0,7,26,1,3.7142857142857144,7.0,0.2732
WALLACE,I'd like to hear -- I'd like to hear from Secretary Clinton.,21268,21338,0,13,46,1,3.5384615384615383,13.0,0.6124
CLINTON,"I voted for border security, and there are...",21339,21394,1,8,34,1,4.25,8.0,0.34
TRUMP,And the wall.,21395,21416,0,3,10,1,3.3333333333333335,3.0,0.0
CLINTON,"There are some limited places where that was appropriate. There also is necessarily going to be new technology and how best to deploy that.  But it is clear, when you look at what Donald has been proposing, he started his campaign bashing immigrants, calling Mexican immigrants rapists and criminals and drug dealers, that he has a very different view about what we should do to deal with immigrants.  Now, what I am also arguing is that bringing undocumented immigrants out from the shadows, putting them into the formal economy will be good, because then employers can't exploit them and undercut Americans' wages.  And Donald knows a lot about this. He used undocumented labor to build the Trump Tower. He underpaid undocumented workers, and when they complained, he basically said what a lot of employers do: ""You complain, I'll get you deported.""  I want to get everybody out of the shadows, get the economy working, and not let employers like Donald exploit undocumented workers, which hurts them, but also hurts American workers.",21417,22463,0,173,836,8,4.832369942196531,21.625,-0.8753
WALLACE,Mr. Trump?,22464,22484,0,2,8,1,4.0,2.0,0.0
TRUMP,"President Obama has moved millions of people out. Nobody knows about it, nobody talks about it. But under Obama, millions of people have been moved out of this country. They've been deported. She doesn't want to say that, but that's what's happened, and that's what happened big league.  As far as moving these people out and moving -- we either have a country or we don't. We're a country of laws. We either have a border or we don't.  Now, you can come back in and you can become a citizen. But it's very unfair. We have millions of people that did it the right way. They're on line. They're waiting. We're going to speed up the process, big league, because it's very inefficient. But they're on line and they're waiting to become citizens.  Very unfair that somebody runs across the border, becomes a citizen, under her plan, you have open borders. You would have a disaster on trade, and you will have a disaster with your open borders.",22485,23433,0,183,739,17,4.038251366120218,10.764705882352942,-0.9738
WALLACE,I want to...,23434,23456,1,3,7,1,2.3333333333333335,3.0,0.0772
TRUMP,But what she doesn't say is that President Obama has deported millions and millions of people just the way it is.,23457,23578,0,22,92,1,4.181818181818182,22.0,0.0
WALLACE,"Secretary Clinton, I want to...",23579,23620,1,5,23,1,4.6,5.0,0.0772
CLINTON,We will not have open borders. That is...,23621,23672,1,8,30,2,3.75,4.0,0.0
WALLACE,"Well, let me -- Secretary...",23673,23711,1,4,18,1,4.5,4.0,0.2732
CLINTON,That is a rank mischaracterization.,23712,23757,0,5,30,1,6.0,5.0,0.0
WALLACE,Secretary Clinton...,23758,23788,1,2,16,1,8.0,2.0,0.0
CLINTON,"We will have secure borders, but we'll also have reform. And this used to be a bipartisan issue. Ronald Reagan was the last president...",23789,23935,1,25,107,3,4.28,8.333333333333334,0.1779
WALLACE,"Secretary Clinton, excuse me. Secretary Clinton.",23936,23994,0,6,40,2,6.666666666666667,3.0,0.0772
CLINTON,"... to sign immigration reform, and George W. Bush supported it, as well.",23995,24078,0,12,55,1,4.583333333333333,12.0,0.5267
WALLACE,"Secretary Clinton, I want to clear up your position on this issue, because in a speech you gave to a Brazilian bank, for which you were paid $225,000, we've learned from the WikiLeaks, that you said this, and I want to quote. ""My dream is a hemispheric common market with open trade and open borders."" So that's the question...",24079,24416,1,61,255,3,4.180327868852459,20.333333333333332,0.6369
TRUMP,Thank you.,24417,24435,0,2,8,1,4.0,2.0,0.3612
WALLACE,"That's the question. Please quiet, everybody. Is that your dream, open borders?",24436,24524,0,13,63,3,4.846153846153846,4.333333333333333,0.5106
CLINTON,"Well, if you went on to read the rest of the sentence, I was talking about energy. You know, we trade more energy with our neighbors than we trade with the rest of the world combined. And I do want us to have an electric grid, an energy system that crosses borders. I think that would be a great benefit to us.  But you are very clearly quoting from WikiLeaks. And what's really important about WikiLeaks is that the Russian government has engaged in espionage against Americans. They have hacked American websites, American accounts of private people, of institutions. Then they have given that information to WikiLeaks for the purpose of putting it on the Internet.  This has come from the highest levels of the Russian government, clearly, from Putin himself, in an effort, as 17 of our intelligence agencies have confirmed, to influence our election.",24525,25389,0,147,687,9,4.673469387755102,16.333333333333332,0.9758
CLINTON,"So I actually think the most important question of this evening, Chris, is, finally, will Donald Trump admit and condemn that the Russians are doing this and make it clear that he will not have the help of Putin in in this election, that he rejects Russian espionage against Americans, which he actually encouraged in the past? Those are the questions we need answered. We've never had anything like this happen in any of our elections before.",25390,25843,0,78,358,3,4.589743589743589,26.0,-0.2903
WALLACE,Well?,25844,25859,0,1,4,1,4.0,1.0,0.2732
TRUMP,"That was a great pivot off the fact that she wants open borders, OK? How did we get on to Putin?",25860,25964,0,21,73,2,3.4761904761904763,10.5,0.8122
WALLACE,"Hold on -- hold on, wait. Hold on, folks. Because we -- this is going to end up getting out of control. Let's try to keep it quiet so -- for the candidates and for the American people.",25965,26159,0,36,135,4,3.75,9.0,0.0
TRUMP,So just to finish on the borders...,26160,26203,1,7,26,1,3.7142857142857144,7.0,0.0
WALLACE,Yes?,26204,26218,0,1,3,1,3.0,1.0,0.4019
TRUMP,"She wants open borders. People are going to pour into our country. People are going to come in from Syria. She wants 550 percent more people than Barack Obama, and he has thousands and thousands of people. They have no idea where they come from.  And you see, we are going to stop radical Islamic terrorism in this country. She won't even mention the words, and neither will President Obama. So I just want to tell you, she wants open borders.  Now we can talk about Putin. I don't know Putin. He said nice things about me. If we got along well, that would be good. If Russia and the United States got along well and went after ISIS, that would be good.  He has no respect for her. He has no respect for our president. And I'll tell you what: We're in very serious trouble, because we have a country with tremendous numbers of nuclear warheads -- 1,800, by the way -- where they expanded and we didn't, 1,800 nuclear warheads. And she's playing chicken. Look, Putin...",26219,27195,1,182,753,18,4.137362637362638,10.11111111111111,0.7357
WALLACE,"Wait, but...",27196,27218,1,2,7,1,3.5,2.0,0.0
TRUMP,"... from everything I see, has no respect for this person.",27219,27285,0,10,43,1,4.3,10.0,0.2263
CLINTON,"Well, that's because he'd rather have a puppet as president of the United States.",27286,27377,0,16,66,1,4.125,16.0,0.5994
TRUMP,No puppet. No puppet.,27378,27407,0,4,16,2,4.0,2.0,-0.5267
CLINTON,And it's pretty clear...,27408,27442,1,5,18,1,3.6,5.0,0.4939
TRUMP,You're the puppet!,27443,27469,0,4,15,1,3.75,4.0,0.0
CLINTON,It's pretty clear you won't admit...,27470,27516,1,8,28,1,3.5,8.0,0.7003
TRUMP,"No, you're the puppet.",27517,27547,0,5,17,1,3.4,5.0,-0.296
CLINTON,"... that the Russians have engaged in cyberattacks against the United States of America, that you encouraged espionage against our people, that you are willing to spout the Putin line, sign up for his wish list, break up NATO, do whatever he wants to do, and that you continue to get help from him, because he has a very clear favorite in this race.  So I think that this is such an unprecedented situation. We've never had a foreign government trying to interfere in our election. We have 17 -- 17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the Kremlin and they are designed to influence our election. I find that deeply disturbing.",27548,28299,0,126,593,5,4.7063492063492065,25.2,0.9346
WALLACE,Secretary Clinton...,28300,28330,1,2,16,1,8.0,2.0,0.0
CLINTON,And I think it's time you take a stand...,28331,28382,1,10,30,1,3.0,10.0,0.0
TRUMP,"She has no idea whether it's Russia, China, or anybody else.",28383,28451,0,12,47,1,3.9166666666666665,12.0,-0.296
CLINTON,I am not quoting myself.,28452,28486,0,5,19,1,3.8,5.0,0.0
TRUMP,She has no idea.,28487,28511,0,4,12,1,3.0,4.0,-0.296
CLINTON,I am quoting 17...,28512,28540,1,4,12,1,3.0,4.0,0.0
TRUMP,"Hillary, you have no idea.",28541,28575,0,5,20,1,4.0,5.0,-0.296
CLINTON,... 17 intelligence -- do you doubt 17 military and civilian...,28576,28649,1,9,45,1,5.0,9.0,0.1531
TRUMP,And our country has no idea.,28650,28686,0,6,22,1,3.6666666666666665,6.0,-0.296
CLINTON,... agencies.,28687,28710,0,1,8,1,8.0,1.0,0.0
TRUMP,"Yeah, I doubt it. I doubt it.",28711,28748,0,7,20,2,2.857142857142857,3.5,-0.4215
CLINTON,"Well, he'd rather believe Vladimir Putin than the military and civilian intelligence professionals who are sworn to protect us. I find that just absolutely...  ",28749,28930,1,25,130,2,5.2,12.5,0.7783
TRUMP,She doesn't like Putin because Putin has outsmarted her at every step of the way.,28931,29020,0,16,66,1,4.125,16.0,-0.2755
WALLACE,Mr. Trump...,29021,29043,1,2,8,1,4.0,2.0,0.0
TRUMP,Excuse me. Putin has outsmarted her in Syria.,29044,29097,0,8,36,2,4.5,4.0,0.0772
WALLACE,Mr. Trump...  ,29098,29133,1,2,8,1,4.0,2.0,0.0
TRUMP,He's outsmarted her every step of the way.,29134,29184,0,9,34,1,3.7777777777777777,9.0,0.0
WALLACE,I do get to ask some questions.,29185,29226,0,7,24,1,3.4285714285714284,7.0,0.0
TRUMP,"Yes, that's fine.",29227,29252,0,4,13,1,3.25,4.0,0.5423
WALLACE,"And I would like to ask you this direct question. The top national security officials of this country do believe that Russia has been behind these hacks. Even if you don't know for sure whether they are, do you condemn any interference by Russia in the American election?",29253,29534,0,49,220,3,4.489795918367347,16.333333333333332,0.2819
TRUMP,By Russia or anybody else.,29535,29569,0,5,21,1,4.2,5.0,0.0
WALLACE,You condemn their interference?,29570,29611,0,4,27,1,6.75,4.0,-0.3818
TRUMP,Of course I condemn. Of course I -- I don't know Putin. I have no idea.,29612,29691,0,16,51,3,3.1875,5.333333333333333,-0.5859
WALLACE,I'm not asking -- I'm asking do you condemn?,29692,29746,0,10,33,1,3.3,10.0,-0.3818
TRUMP,"I never met Putin. This is not my best friend. But if the United States got along with Russia, wouldn't be so bad.  Let me tell you, Putin has outsmarted her and Obama at every single step of the way. Whether it's Syria, you name it. Missiles. Take a look at the ""start up"" that they signed. The Russians have said, according to many, many reports, I can't believe they allowed us to do this. They create warheads, and we can't. The Russians can't believe it. She has been outsmarted by Putin.  And all you have to do is look at the Middle East. They've taken over. We've spent $6 trillion. They've taken over the Middle East. She has been outsmarted and outplayed worse than anybody I've ever seen in any government whatsoever.",29747,30483,0,142,568,16,4.0,8.875,-0.8653
WALLACE,"We're a long way away from immigration, but I'm going to let you finish this topic. You got about 45 seconds.",30484,30603,0,23,86,2,3.739130434782609,11.5,0.0
TRUMP,And she always will be.,30604,30635,0,5,18,1,3.6,5.0,0.0
CLINTON,"I -- I find it ironic that he's raising nuclear weapons. This is a person who has been very cavalier, even casual about the use of nuclear weapons. He's...",30636,30801,1,30,119,3,3.966666666666667,10.0,-0.6412
TRUMP,Wrong.,30802,30815,0,1,5,1,5.0,1.0,-0.4767
CLINTON,"... advocated more countries getting them, Japan, Korea, even Saudi Arabia. He said, well, if we have them, why don't we use them, which I think is terrifying.  But here's the deal. The bottom line on nuclear weapons is that when the president gives the order, it must be followed. There's about four minutes between the order being given and the people responsible for launching nuclear weapons to do so. And that's why 10 people who have had that awesome responsibility have come out and, in an unprecedented way, said they would not trust Donald Trump with the nuclear codes or to have his finger on the nuclear button.",30816,31448,0,112,494,6,4.410714285714286,18.666666666666668,-0.5722
TRUMP,I have 200 generals...,31449,31479,1,4,16,1,4.0,4.0,0.0
WALLACE,Very quickly.,31480,31503,0,2,11,1,5.5,2.0,0.0
